SID,entry,evaluation,replacement
65e862f844f1b7a803bb3c5a,Caesars,EXCLUDE,EXCLUDE
65e862f844f1b7a803bb3c5a,Ox,EXCLUDE,EXCLUDE
65e862f844f1b7a803bb3c5a,monitor,EXCLUDE,EXCLUDE
65e862f844f1b7a803bb3c5a,what's,EXCLUDE,EXCLUDE
65e862f844f1b7a803bb3c5a,in,EXCLUDE,EXCLUDE
65e862f844f1b7a803bb3c5a,bud,EXCLUDE,EXCLUDE
65e862f844f1b7a803bb3c5a,cauliflower,EXCLUDE,EXCLUDE
65e862f844f1b7a803bb3c5a,Ama,EXCLUDE,EXCLUDE
65e862f844f1b7a803bb3c5a,screwdriver,FOUND,screwdriver
65e862f844f1b7a803bb3c5a,chizu,EXCLUDE,EXCLUDE
65e862f844f1b7a803bb3c5a,measuring,EXCLUDE,EXCLUDE
65e862f844f1b7a803bb3c5a,cups,EXCLUDE,EXCLUDE
65e862f844f1b7a803bb3c5a,Yolanda,EXCLUDE,EXCLUDE
65e862f844f1b7a803bb3c5a,gorilla,REPLACE,drill
65e862f844f1b7a803bb3c5a,Fox,EXCLUDE,EXCLUDE
65e862f844f1b7a803bb3c5a,gloves,EXCLUDE,EXCLUDE
65e862f844f1b7a803bb3c5a,knives,EXCLUDE,EXCLUDE
65e862f844f1b7a803bb3c5a,baking,EXCLUDE,EXCLUDE
65e862f844f1b7a803bb3c5a,dish,EXCLUDE,EXCLUDE
65e862f844f1b7a803bb3c5a,charbel,REPLACE,chisel
65e862f844f1b7a803bb3c5a,tongues,EXCLUDE,EXCLUDE
65e862f844f1b7a803bb3c5a,trowel,FOUND,trowel
65e862f844f1b7a803bb3c5a,flashlight,EXCLUDE,EXCLUDE
65e862f844f1b7a803bb3c5a,measuring,EXCLUDE,EXCLUDE
65e862f844f1b7a803bb3c5a,tape,REPLACE,stapler
65e862f844f1b7a803bb3c5a,saw,FOUND,saw
65e862f844f1b7a803bb3c5a,soldering,EXCLUDE,EXCLUDE
65e862f844f1b7a803bb3c5a,iron,EXCLUDE,EXCLUDE
65e862f844f1b7a803bb3c5a,chainsaw,FOUND,chainsaw
65e862f844f1b7a803bb3c5a,nail,REPLACE,pencil
65e862f844f1b7a803bb3c5a,gun,EXCLUDE,EXCLUDE
65e862f844f1b7a803bb3c5a,wrench,FOUND,wrench
65e862f844f1b7a803bb3c5a,kayak,EXCLUDE,EXCLUDE
65e862f844f1b7a803bb3c5a,mallet,FOUND,mallet
65e862f844f1b7a803bb3c5a,scraper,FOUND,scraper
65e862f844f1b7a803bb3c5a,assets,EXCLUDE,EXCLUDE
65e862f844f1b7a803bb3c5a,bolt,EXCLUDE,EXCLUDE
65e862f844f1b7a803bb3c5a,screw,REPLACE,scriber
65e862f844f1b7a803bb3c5a,not,EXCLUDE,EXCLUDE
65e862f844f1b7a803bb3c5a,new,EXCLUDE,EXCLUDE
65e862f844f1b7a803bb3c5a,speed,REPLACE,spade
65e862f844f1b7a803bb3c5a,Chevelle,REPLACE,level
65e862f844f1b7a803bb3c5a,lawn,REPLACE,planer
65e862f844f1b7a803bb3c5a,mower,EXCLUDE,EXCLUDE
65e862f844f1b7a803bb3c5a,pruning,EXCLUDE,EXCLUDE
65e862f844f1b7a803bb3c5a,shears,EXCLUDE,EXCLUDE
65e862f844f1b7a803bb3c5a,step,REPLACE,scythe
65e862f844f1b7a803bb3c5a,ladder,FOUND,ladder
63ea4ab1ce4168cbe9f63775,hammer,FOUND,hammer
63ea4ab1ce4168cbe9f63775,hand,REPLACE,hand saw
63ea4ab1ce4168cbe9f63775,saw,FOUND,saw
63ea4ab1ce4168cbe9f63775,Zaza,EXCLUDE,EXCLUDE
63ea4ab1ce4168cbe9f63775,wrench,FOUND,wrench
63ea4ab1ce4168cbe9f63775,ratchet,FOUND,ratchet
63ea4ab1ce4168cbe9f63775,allen,REPLACE,mallet
63ea4ab1ce4168cbe9f63775,wrench,FOUND,wrench
63ea4ab1ce4168cbe9f63775,screwdriver,FOUND,screwdriver
63ea4ab1ce4168cbe9f63775,Phillips,EXCLUDE,EXCLUDE
63ea4ab1ce4168cbe9f63775,head,EXCLUDE,EXCLUDE
63ea4ab1ce4168cbe9f63775,screwdriver,FOUND,screwdriver
63ea4ab1ce4168cbe9f63775,drill,FOUND,drill
63ea4ab1ce4168cbe9f63775,hole,REPLACE,hoe
63ea4ab1ce4168cbe9f63775,punch,FOUND,punch
63ea4ab1ce4168cbe9f63775,nail,REPLACE,pencil
63ea4ab1ce4168cbe9f63775,gun,EXCLUDE,EXCLUDE
63ea4ab1ce4168cbe9f63775,pressurize,EXCLUDE,EXCLUDE
63ea4ab1ce4168cbe9f63775,hammer,FOUND,hammer
63ea4ab1ce4168cbe9f63775,automatic,EXCLUDE,EXCLUDE
63ea4ab1ce4168cbe9f63775,wrench,FOUND,wrench
63ea4ab1ce4168cbe9f63775,Vise,REPLACE,chisel
63ea4ab1ce4168cbe9f63775,grip,EXCLUDE,EXCLUDE
63ea4ab1ce4168cbe9f63775,table saw,FOUND,table saw
63ea4ab1ce4168cbe9f63775,jigsaw,FOUND,jigsaw
63ea4ab1ce4168cbe9f63775,circular,REPLACE,circular saw
63ea4ab1ce4168cbe9f63775,saw,FOUND,saw
63ea4ab1ce4168cbe9f63775,Liars,EXCLUDE,EXCLUDE
63ea4ab1ce4168cbe9f63775,wire,REPLACE,wrench
